prolific_pid,trial,balance,chosen_number,winner_number,banner_yn,win_status,hot_set_size,outcome_rel_to_hot,choice_hot,regret_chosen,regret_notchosen_winner,regret_notchosen_hot_loser,comp_tries_to_pass
6667627ba6d0d6f7b08686ab,2,0.08000000000000002,5,28,Banner,Lost,2,hot_win_number,Chose Hot,100,100,NA,2
6667627ba6d0d6f7b08686ab,3,0.07000000000000002,20,27,Banner,Lost,16,hot_win_number,Chose Hot,100,100,3,2
6667627ba6d0d6f7b08686ab,4,0.42,24,24,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2
66a02d45a7db35d93c9f6a81,1,0.09000000000000001,23,8,No Banner,Lost,0,NA,Chose Non-Hot,89,24,NA,3
66a02d45a7db35d93c9f6a81,2,0.08000000000000002,28,35,Banner,Lost,2,hot_win_number,Chose Hot,95,30,NA,3
66a02d45a7db35d93c9f6a81,3,0.07000000000000002,9,13,Banner,Lost,16,hot_win_number,Chose Hot,89,92,66,3
66a02d45a7db35d93c9f6a81,4,0.42,13,13,No Banner,Won,0,NA,Chose Non-Hot,37,NA,NA,3
66b68e2b2c21a7ed557cf866,1,0.09000000000000001,27,21,No Banner,Lost,0,NA,Chose Non-Hot,7,0,NA,2
66b68e2b2c21a7ed557cf866,2,0.08000000000000002,35,16,Banner,Lost,2,hot_win_number,Chose Hot,0,1,NA,2
66b68e2b2c21a7ed557cf866,3,0.07000000000000002,27,23,Banner,Lost,16,hot_win_number,Chose Hot,3,24,0,2
66b68e2b2c21a7ed557cf866,4,0.42,7,7,No Banner,Won,0,NA,Chose Non-Hot,5,NA,NA,2
66d88375799e00b593a8655f,1,0.09000000000000001,9,2,No Banner,Lost,0,NA,Chose Non-Hot,93,91,NA,7
66d88375799e00b593a8655f,2,0.08000000000000002,23,10,Banner,Lost,2,hot_win_number,Chose Hot,92,84,NA,7
66d88375799e00b593a8655f,3,0.07000000000000002,23,13,Banner,Lost,16,hot_win_number,Chose Hot,88,98,90,7
66d88375799e00b593a8655f,4,0.42,9,9,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,7
67042cdf06ed4052bdf44c07,1,0.09000000000000001,11,24,No Banner,Lost,0,NA,Chose Non-Hot,0,18,NA,1
67042cdf06ed4052bdf44c07,2,0.08000000000000002,11,33,Banner,Lost,2,hot_win_number,Chose Non-Hot,20,25,0,1
67042cdf06ed4052bdf44c07,3,0.07000000000000002,17,1,Banner,Lost,16,hot_win_number,Chose Hot,0,0,0,1
67042cdf06ed4052bdf44c07,4,0.42,22,22,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,1
670c17328b2ef3366ba42a34,1,0.09000000000000001,24,7,No Banner,Lost,0,NA,Chose Non-Hot,100,100,NA,2
670c17328b2ef3366ba42a34,2,0.08000000000000002,14,34,Banner,Lost,2,hot_win_number,Chose Non-Hot,100,100,1,2
670c17328b2ef3366ba42a34,3,0.07000000000000002,19,26,Banner,Lost,16,hot_win_number,Chose Hot,100,100,2,2
670c17328b2ef3366ba42a34,4,0.42,31,31,No Banner,Won,0,NA,Chose Non-Hot,2,NA,NA,2
670d6d087802b953722980cb,1,0.09000000000000001,11,10,No Banner,Lost,0,NA,Chose Non-Hot,37,42,NA,1
670d6d087802b953722980cb,2,0.08000000000000002,4,9,Banner,Lost,2,hot_win_number,Chose Non-Hot,50,83,2,1
670d6d087802b953722980cb,3,0.07000000000000002,4,32,Banner,Lost,16,hot_win_number,Chose Hot,19,15,0,1
670d6d087802b953722980cb,4,0.42,11,11,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,1
67104c7deff954cb22438402,1,0.09000000000000001,15,13,No Banner,Lost,0,NA,Chose Non-Hot,46,100,NA,1
67104c7deff954cb22438402,2,0.08000000000000002,10,12,Banner,Lost,2,hot_win_number,Chose Hot,100,100,NA,1
67104c7deff954cb22438402,3,0.07000000000000002,19,2,Banner,Lost,16,hot_win_number,Chose Hot,51,100,0,1
67104c7deff954cb22438402,4,0.42,6,6,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,1
6718538af63fb2e8c6498cbf,1,0.09000000000000001,12,20,No Banner,Lost,0,NA,Chose Non-Hot,100,0,NA,4
6718538af63fb2e8c6498cbf,2,0.08000000000000002,34,6,Banner,Lost,2,hot_win_number,Chose Hot,100,100,NA,4
6718538af63fb2e8c6498cbf,3,0.07000000000000002,12,30,Banner,Lost,16,hot_win_number,Chose Hot,100,100,100,4
6718538af63fb2e8c6498cbf,4,0.42,12,12,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,4
671860c903af514aabbacdc0,1,0.09000000000000001,9,21,No Banner,Lost,0,NA,Chose Non-Hot,10,80,NA,3
671860c903af514aabbacdc0,2,0.08000000000000002,35,11,Banner,Lost,2,hot_win_number,Chose Hot,40,90,NA,3
671860c903af514aabbacdc0,3,0.07000000000000002,6,3,Banner,Lost,16,hot_win_number,Chose Hot,20,80,5,3
671860c903af514aabbacdc0,4,0.42,13,13,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,3
67204af156acf704058c6e66,1,0.09000000000000001,17,10,No Banner,Lost,0,NA,Chose Non-Hot,0,79,NA,2
67204af156acf704058c6e66,2,0.08000000000000002,29,23,Banner,Lost,2,hot_win_number,Chose Hot,47,46,NA,2
67204af156acf704058c6e66,3,0.07000000000000002,7,36,Banner,Lost,16,hot_win_number,Chose Hot,6,90,11,2
67204af156acf704058c6e66,4,0.42,23,23,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2
672ca130c5f43c5ed7d5d4b8,1,0.09000000000000001,23,20,No Banner,Lost,0,NA,Chose Non-Hot,22,71,NA,2
672ca130c5f43c5ed7d5d4b8,2,0.08000000000000002,9,26,Banner,Lost,2,hot_win_number,Chose Hot,89,88,NA,2
672ca130c5f43c5ed7d5d4b8,3,0.07000000000000002,30,32,Banner,Lost,16,hot_win_number,Chose Hot,33,70,15,2
672ca130c5f43c5ed7d5d4b8,4,0.42,14,14,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2
67363452674f3db8059e7888,1,0.09000000000000001,9,28,No Banner,Lost,0,NA,Chose Non-Hot,53,100,NA,2
67363452674f3db8059e7888,2,0.08000000000000002,9,4,Banner,Lost,2,hot_win_number,Chose Non-Hot,62,99,0,2
67363452674f3db8059e7888,3,0.07000000000000002,13,21,Banner,Lost,16,hot_win_number,Chose Hot,72,100,43,2
67363452674f3db8059e7888,4,0.42,33,33,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2
67508fdb923229a00abf2aa7,1,0.09000000000000001,21,29,No Banner,Lost,0,NA,Chose Non-Hot,38,87,NA,3
67508fdb923229a00abf2aa7,2,0.08000000000000002,33,12,Banner,Lost,2,hot_win_number,Chose Hot,93,91,NA,3
67508fdb923229a00abf2aa7,3,0.07000000000000002,5,27,Banner,Lost,16,hot_win_number,Chose Hot,43,87,5,3
67508fdb923229a00abf2aa7,4,0.42,21,21,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,3
675221767fb2620d5612418d,1,0.09000000000000001,21,17,No Banner,Lost,0,NA,Chose Non-Hot,28,60,NA,1
675221767fb2620d5612418d,2,0.08000000000000002,5,2,Banner,Lost,2,hot_win_number,Chose Non-Hot,50,75,0,1
675221767fb2620d5612418d,3,0.07000000000000002,34,29,Banner,Lost,16,hot_win_number,Chose Hot,65,88,5,1
675221767fb2620d5612418d,4,0.42,23,23,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,1
67630f751df95f8fb373e275,1,0.09000000000000001,16,7,No Banner,Lost,0,NA,Chose Non-Hot,0,0,NA,2
67630f751df95f8fb373e275,2,0.08000000000000002,16,35,Banner,Lost,2,hot_win_number,Chose Non-Hot,0,0,0,2
67630f751df95f8fb373e275,3,0.07000000000000002,16,11,Banner,Lost,16,hot_win_number,Chose Non-Hot,0,0,0,2
67630f751df95f8fb373e275,4,0.42,16,16,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2
67722f8e3a4f08a288a1f640,1,0.09000000000000001,21,34,No Banner,Lost,0,NA,Chose Non-Hot,100,100,NA,3
67722f8e3a4f08a288a1f640,2,0.08000000000000002,9,8,Banner,Lost,2,hot_win_number,Chose Hot,100,100,NA,3
67722f8e3a4f08a288a1f640,3,0.07000000000000002,15,25,Banner,Lost,16,hot_win_number,Chose Non-Hot,100,100,52,3
67722f8e3a4f08a288a1f640,4,0.42,13,13,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,3
677336ba29668ba752046dfc,1,0.09000000000000001,23,33,No Banner,Lost,0,NA,Chose Non-Hot,35,40,NA,1
677336ba29668ba752046dfc,2,0.08000000000000002,10,20,Banner,Lost,2,hot_win_number,Chose Hot,80,90,NA,1
677336ba29668ba752046dfc,3,0.07000000000000002,14,11,Banner,Lost,16,hot_win_number,Chose Hot,45,60,0,1
677336ba29668ba752046dfc,4,0.42,18,18,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,1
694170a12e9a4a93384d6962,1,0.09000000000000001,16,11,No Banner,Lost,0,NA,Chose Non-Hot,1,99,NA,1
694170a12e9a4a93384d6962,2,0.08000000000000002,24,12,Banner,Lost,2,hot_win_number,Chose Non-Hot,1,100,100,1
694170a12e9a4a93384d6962,3,0.07000000000000002,22,35,Banner,Lost,16,hot_win_number,Chose Hot,2,100,100,1
694170a12e9a4a93384d6962,4,0.42,6,6,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,1
6941aeb9a019a9bbdd57d028,1,0.09000000000000001,19,9,No Banner,Lost,0,NA,Chose Non-Hot,0,0,NA,2
6941aeb9a019a9bbdd57d028,2,0.08000000000000002,19,5,Banner,Lost,2,hot_win_number,Chose Non-Hot,10,30,10,2
6941aeb9a019a9bbdd57d028,3,0.07000000000000002,1,17,Banner,Lost,16,hot_win_number,Chose Hot,0,10,0,2
6941aeb9a019a9bbdd57d028,4,0.42,2,2,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2
695d4137246abe016bd37aab,1,0.09000000000000001,23,28,No Banner,Lost,0,NA,Chose Non-Hot,4,4,NA,2
695d4137246abe016bd37aab,2,0.08000000000000002,14,34,Banner,Lost,2,hot_win_number,Chose Non-Hot,5,5,5,2
695d4137246abe016bd37aab,3,0.07000000000000002,6,11,Banner,Lost,16,hot_win_number,Chose Non-Hot,5,5,0,2
695d4137246abe016bd37aab,4,0.42,20,20,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,2
695fb8b94c2e0bf611113700,1,0.09000000000000001,19,14,No Banner,Lost,0,NA,Chose Non-Hot,10,6,NA,7
695fb8b94c2e0bf611113700,2,0.08000000000000002,8,30,Banner,Lost,2,hot_win_number,Chose Hot,44,42,NA,7
695fb8b94c2e0bf611113700,3,0.07000000000000002,29,21,Banner,Lost,16,hot_win_number,Chose Hot,23,31,23,7
695fb8b94c2e0bf611113700,4,0.42,4,4,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,7
69655d6bb268d3bb15c2df2c,1,0.09000000000000001,14,10,No Banner,Lost,0,NA,Chose Non-Hot,100,100,NA,3
69655d6bb268d3bb15c2df2c,2,0.08000000000000002,19,10,Banner,Lost,2,hot_win_number,Chose Hot,45,100,NA,3
69655d6bb268d3bb15c2df2c,3,0.07000000000000002,26,10,Banner,Lost,16,hot_win_number,Chose Hot,79,93,0,3
69655d6bb268d3bb15c2df2c,4,0.42,10,10,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,3
69693ea7ff8fc8bb505107b2,1,0.09000000000000001,11,1,No Banner,Lost,0,NA,Chose Non-Hot,25,85,NA,1
69693ea7ff8fc8bb505107b2,2,0.08000000000000002,27,3,Banner,Lost,2,hot_win_number,Chose Non-Hot,24,80,83,1
69693ea7ff8fc8bb505107b2,3,0.07000000000000002,4,19,Banner,Lost,16,hot_win_number,Chose Hot,28,44,45,1
69693ea7ff8fc8bb505107b2,4,0.42,29,29,No Banner,Won,0,NA,Chose Non-Hot,0,NA,NA,1
